1.724197,-0.074967
1.765346,-0.073557
-0.765229,0.385121
-0.157966,1.054117
0.985940,-0.236595
-0.790996,0.180649
0.117838,1.034959
0.060617,-0.132784
1.449817,-0.481633
0.942884,0.366541
0.267270,-0.191720
1.512664,-0.622448
0.752689,-0.296879
0.245424,-0.339159
0.943002,0.545706
0.499739,-0.564124
-0.677345,0.771119
1.582557,-0.124835
0.943738,-0.529431
0.005182,0.245738
-0.915963,0.246107
0.756160,-0.516886
-0.902232,0.635337
0.917488,-0.103014
1.020514,-0.439994
1.167543,-0.067450
0.801831,-0.529116
-0.633504,0.687208
-1.149993,-0.066501
1.751722,-0.283607
0.020227,-0.077686
0.459257,0.868835
-0.772416,0.713617
1.052664,0.356302
1.427308,-0.344638
1.689920,-0.229710
-0.992834,-0.037857
0.196360,1.016041
0.449256,0.874762
0.124273,0.367601
1.571560,-0.443101
0.649905,-0.385432
0.912235,0.311573
-0.264430,0.851136
1.724340,-0.157613
1.289612,-0.412185
0.196393,1.148933
0.731284,0.469523
1.896374,0.070229
1.948737,0.157681
0.385653,-0.454985
0.960410,0.280427
0.182862,0.041087
0.057804,0.331878
0.043931,0.998743
0.423538,0.928076
-0.122019,1.132011
-0.945909,0.203196
1.136076,-0.561717
-1.022837,0.091115
0.508152,0.843716
-0.346686,0.912154
-0.245901,0.994531
0.256385,0.921675
0.666914,-0.452829
1.618385,-0.542857
0.754975,-0.341566
1.883432,0.143207
1.858949,0.075070
0.657255,0.754746
0.158035,-0.141938
2.088865,0.363865
-0.032955,0.990524
2.102702,0.086776
-1.015980,0.488807
0.700330,0.419850
1.323427,-0.418422
-0.460115,0.742969
0.113604,0.961433
-0.226062,0.962868
-0.886148,0.423196
1.004529,0.468278
0.617607,0.431158
0.737496,0.628556
-0.571081,0.848603
0.591086,0.769258
1.130338,0.057585
-1.050176,0.503990
1.879602,-0.035220
-0.394901,0.979624
1.892330,0.019926
-0.772898,0.642127
1.390849,-0.360372
0.868786,-0.463397
1.302634,-0.585163
0.975246,-0.503092
0.322470,-0.130845
1.911781,-0.133663
-0.106484,0.253643
-0.537759,0.981015
1.964831,0.444107
-1.058705,0.389863
-0.424882,0.918794
0.205827,-0.210201
1.958061,0.506325
0.510344,0.957358
0.177612,-0.058701
1.689073,-0.331955
0.697393,0.924817
0.882491,0.467356
0.690497,0.562897
-1.025772,0.055254
1.486953,-0.324380
1.888386,0.266320
0.058609,0.288198
-0.820686,0.301534
-0.152900,0.016996
0.068606,0.300013
-0.015561,0.282306
0.006004,0.088559
-0.474423,0.824554
0.987622,0.177476
1.210346,-0.551481
0.191951,1.092943
0.376009,-0.393272
-0.758855,0.801012
0.726936,-0.526169
-0.353877,0.868491
0.955116,-0.578327
0.499309,-0.404977
0.527037,-0.375936
0.452157,-0.231022
0.567523,0.618908
-0.803628,0.757271
1.102384,-0.596447
1.430372,-0.146266
0.181605,-0.090969
0.699009,-0.397173
0.475139,-0.146992
0.677656,-0.455253
1.309523,-0.594916
-0.529600,0.721795
0.502444,0.773662
0.307605,-0.210706
1.878110,0.160109
1.786829,-0.316874
0.672784,0.707689
-0.992571,0.239414
1.767997,0.012688
-0.055356,0.177231
0.826886,0.436145
0.064745,0.114054
1.032805,0.485361
0.718995,0.622773
0.795906,0.257912
0.124521,0.475968
0.385933,0.819031
1.673399,-0.104072
0.642183,-0.501519
0.024019,0.424883
1.906156,0.523639
0.091112,0.901805
-0.846315,0.543425
0.365214,-0.281673
-0.006743,0.162327
-1.076298,0.252860
-0.860529,0.552314
1.948714,0.420900
-0.720353,0.354980
0.361495,0.900783
1.972699,0.067459
-0.250476,0.844698
0.636803,0.791862
-0.915665,0.416505
1.838954,0.331808
0.553074,0.880073
-0.011232,0.959656
-0.012660,1.122785
1.492097,-0.236052
0.622451,0.711573
1.205690,-0.571335
-0.140242,0.951491
0.126952,0.766391
1.093122,-0.459247
0.876895,0.047871
1.995310,-0.017032
-0.934606,0.528576
1.267358,-0.435635
-0.768354,0.706747
0.131838,1.003472
0.897299,0.180129
0.191122,0.078169
-0.650620,0.905587
0.118293,0.488886
-0.359268,0.812207
-0.691808,0.946748
1.929759,0.460591
0.382218,-0.445214
0.969937,0.485359
0.776536,0.449763
