-0.338325,-0.045132
-0.709266,-0.645230
-0.189655,-0.607606
-0.915159,-0.016370
0.076508,-0.725586
-0.939496,0.570823
0.492553,0.396282
0.234499,0.431677
0.804214,-0.423519
0.078151,-0.563282
-0.325694,0.324522
-0.529463,-0.882092
-0.229421,-1.112670
0.249474,1.061096
-0.541416,0.892187
0.497104,-0.052614
0.117612,0.658536
0.726131,-0.529565
-0.322682,0.873768
-0.722300,0.640892
0.710780,0.676550
0.035036,0.565364
-1.032442,-0.411681
-0.528688,0.272315
0.020694,1.057259
0.340689,0.121427
0.721879,0.639065
0.438225,0.322653
1.126411,0.233674
0.819943,0.839662
0.351382,-0.381834
0.636717,0.710777
-0.383402,-0.865632
-0.286167,1.126810
1.075167,-0.402556
-0.124173,0.403743
-1.068106,-0.333118
0.989145,-0.124040
-0.262235,0.230554
-0.676685,-0.596712
-0.548952,0.022215
-0.674767,0.713249
-0.443449,0.937457
-0.553324,-0.762594
-0.495682,0.066528
0.212306,-0.594387
0.394234,-0.098890
0.451898,0.951348
0.887229,0.461152
-1.024447,0.583325
-0.291480,-1.072486
-0.095469,0.329319
-0.887696,0.184140
-0.928610,-0.312610
-0.272328,0.812356
0.080492,-0.570634
0.495066,0.418217
-0.386609,0.400858
-0.377997,-0.324699
0.377248,0.371759
1.017523,0.211456
1.178294,0.315000
-0.453084,-0.039151
-0.667971,-0.152129
-0.332063,-0.956328
0.470388,-0.029409
-0.183159,-0.287126
0.250433,0.960835
0.228227,0.480244
-0.154964,-1.012460
-0.465097,-0.261301
0.191008,-0.559555
-0.551346,0.131917
0.454621,0.259175
-0.517878,0.036894
-0.735124,-0.700057
0.619265,0.051395
-0.340071,0.140901
-0.833055,0.691995
0.391748,-0.976241
-0.929333,0.225334
-0.187753,0.648098
-0.594147,-0.113578
-0.901145,-0.234923
0.405827,-0.287550
0.040268,-0.434182
0.603544,0.549967
0.804853,0.487297
-0.108624,-0.539472
0.981750,-0.427639
0.142184,0.398673
-0.555411,0.148353
-0.413065,0.082655
-0.414076,-1.011894
0.406912,-0.042497
0.972256,0.414518
-0.235553,-0.608808
-0.311609,0.407086
-0.308818,1.068962
-0.036302,0.451578
0.409818,-0.862282
-0.434458,0.808461
0.749528,-0.580958
0.879155,-0.602268
0.325217,-1.029698
-1.015107,0.133704
-0.098998,-0.486648
-0.448835,-0.447476
-0.081769,1.060292
-0.301598,0.102842
0.345300,-0.872077
0.611146,-0.752858
-0.476497,-0.815353
-0.060669,-0.292340
0.399630,0.113759
-0.618360,0.368695
0.365114,-0.874084
-0.095758,-0.425889
-0.163854,0.987088
0.297026,-0.419480
-0.387335,-0.247728
0.058245,0.528242
-0.295836,-0.290059
0.504906,0.234397
0.800943,0.103264
0.618798,-0.848988
0.549855,-0.040728
0.612677,0.711575
0.499229,1.083292
1.083302,-0.223160
1.017922,-0.287143
0.315376,0.381260
-0.736864,-0.445629
-0.946572,0.060737
0.180168,0.602001
0.601421,-0.250642
0.357607,0.413549
-0.101173,0.218029
0.074798,-0.516807
0.469486,0.142106
-0.243116,0.405863
0.562298,-0.236842
-0.074735,-0.546048
-0.232990,-0.185435
-0.034978,-0.951733
1.129035,0.175247
0.062500,-0.909268
0.554418,0.249858
-0.428587,0.282256
-0.728033,0.368183
0.042905,-0.602682
-0.937510,0.149730
0.355949,0.754152
0.318304,-0.046153
0.289895,-0.498423
0.574887,-0.110002
0.927631,-0.079249
0.821200,0.364114
0.020106,0.965024
-0.325058,0.414431
-1.054027,-0.031090
0.300923,0.853434
-0.878055,-0.256926
-0.172064,-0.800412
0.562415,-0.385432
0.950344,-0.213269
-0.520493,-0.287155
-0.325646,-0.349031
0.476243,-0.765832
0.735626,-0.357270
0.370589,0.410424
-0.423610,0.409613
0.376064,-0.296308
0.300978,0.858926
0.220975,-1.013181
0.196350,1.023025
-0.721294,0.732373
-0.639307,-0.497729
0.101840,0.329812
0.494933,-0.085667
-0.101278,0.667563
0.141948,0.421400
0.177225,-0.496379
-0.425227,-0.436890
0.974855,0.335345
-0.775793,-0.570035
-0.699373,0.418112
0.141979,-0.556897
0.370514,-0.322882
0.276805,-0.350403
-0.041115,-1.113089
-0.703604,-0.593982
-0.226870,-0.445501
0.201150,0.514827
-0.801404,0.591730
-0.427281,0.958074
-0.915180,0.402855
-0.508932,-0.082907
-0.192756,0.402281
0.641999,-0.817278
